,company
2657,Rebosis Property Fund Ltd
2658,Syrah Resources Ltd
2659,Neoleukin Therapeutics Inc
2660,Hanmi Pharm Co Ltd
2661,Kia Motors Corp
2662,Eckert & Ziegler Strahlen und Medizintechnik AG
2663,Penske Automotive Group Inc
2664,RF Capital Group Inc
2665,Ladenburg Thalmann Financial Services Inc
2666,Kesko Oyj
2667,EnerSys
2668,China Resources Mixc Lifestyle Services Ltd
2669,Clinuvel Pharmaceuticals Ltd
2670,Tessenderlo Group NV
2671,Youngor Group Co Ltd
2672,Link Real Estate Investment Trust
2673,Yintai Gold Co Ltd
2674,Transfar Zhilian Co Ltd
2675,Koninklijke Ahold Delhaize NV
2676,Daikin Industries Ltd
2677,Risesun Real Estate Development Co Ltd
2678,ASML Holding NV
2679,Isle of Capri Casinos Inc
2680,Qudian Inc
2681,Richtek Technology Corp
2682,Afry AB
2683,Supervalu Inc
2684,iHeartCommunications Inc
2685,SM Prime Holdings Inc
2686,Yatsen Holding Ltd
2687,Aiful Corp
2688,Valneva SE
2689,Nucleus Financial Group PLC
2690,Choice Properties Real Estate Investment Trust
2691,Resorttrust Inc
2692,Emaar Development PJSC
2693,First Resources Ltd
2694,GDI Property Group Ltd
2695,Capitol Health Ltd
2696,Cleanaway Waste Management Ltd
2697,MCB Bank Ltd
2698,Panasonic Electric Works Co Ltd
2699,Contango Oil & Gas Co (Texas)
2700,Qatar International Islamic Bank QPSC
2701,IJM Corporation Bhd
2702,Commvault Systems Inc
2703,Northam Platinum Ltd
2704,flatexDEGIRO AG
2705,China Aoyuan Group Ltd
2706,SMBC Consumer Finance Co Ltd
2707,SMTA Liquidating Trust
2708,Distribuidora de Gas Cuyana SA
2709,Avis Budget Group Inc
2710,LARGAN Precision Co Ltd
2711,WPT Industrial Real Estate Investment Trust
2712,Chinese Universe Publishing and Media Group Co Ltd
2713,Wesfarmers Ltd
2714,Voltas Ltd
2715,Hong Kong Aircraft Engineering Co Ltd
2716,Alteryx Inc
2717,Thule Group AB
2718,ZYX Learning Centres Ltd
2719,Zhengzhou Yutong Bus Co Ltd
2720,Klovern AB
2721,Akouos Inc
2722,Fidelity Special Values PLC
2723,Technicolor SA
2724,Qatar Electricity and Water Company QPSC
2725,Ipsen SA
2726,Meiji Seika Pharma Co Ltd
2727,Houghton Mifflin Harcourt Co
2728,AdvanSix Inc
2729,GAIN Capital Holdings Inc
2730,Beijing Roborock Technology Co Ltd
2731,Changzhou Xingyu Automotive Lighting Systems Co Ltd
2732,Ajman Bank PJSC
2733,Compagnie de Saint Gobain SA
2734,Iress Ltd
2735,BankUnited Inc
2736,Ipsos SA
2737,First Quantum Minerals Ltd
2738,Recruit Holdings Co Ltd
2739,Terex Material Handling & Port Solutions AG
2740,Paterson Copper Pty Ltd
2741,Petroceltic Resources Ltd
2742,Itochu Enex Co Ltd
2743,Sociedad Matriz del Banco de Chile SA
2744,Clairvest Group Inc
2745,Lanxess AG
2746,Fresh Del Monte Produce Inc
2747,Latecoere SA
2748,SuperMedia Inc
2749,EDP Energias de Portugal SA
2750,Pagegroup PLC
2751,Eastman Kodak Co
2752,SAIC Motor Corp Ltd
2753,Northumbrian Water Group Ltd
2754,Nankang Rubber Tire Corp Ltd
2755,Cidara Therapeutics Inc
2756,Caledonia Mining Corporation PLC
2757,CommScope Inc
2758,Brookfield Business Partners LP
2759,Petrohawk Energy Corp
2760,Almacenes Exito SA
2761,Wharf Holdings Ltd
2762,Heineken Holding NV
2763,CareDx Inc
2764,Notre Dame Intermedica Participacoes SA
2765,Sophos Group Ltd
2766,Mcmillan Shakespeare Ltd
2767,Assured Guaranty Ltd
2768,KLDiscovery Inc
2769,Nevro Corp
2770,Morses Club PLC
2771,Maruti Suzuki India Ltd
2772,Central Plaza Hotel PCL
2773,Moelis & Co
2774,Hyundai Wia Corp
2775,Bank Mandiri (Persero) Tbk PT
2776,Cyfrowy Polsat SA
2777,CEVA Inc
2778,Abacus Property Group
2779,Ube Industries Ltd
2780,Anhanguera Educacional Participacoes SA
2781,APG SGA SA
2782,Delta Lloyd NV
2783,Vimm-Bill'-Dann Produkty Pitaniya OOO
2784,Singapore Petroleum Company Ltd
2785,Endeavour Mining Corp
2786,Berger Paints India Ltd
2787,ServiceNow Inc
2788,Changchun High & New Technology Industries Group Inc
2789,Biotest AG
2790,Brookdale Senior Living Inc
2791,Gulf Hotel Group BSC
2792,Banca Popolare di Sondrio ScpA
2793,Tidewater Inc
2794,Suzhou Dongshan Precision Manufacturing Co Ltd
2795,Beijing Tongrentang Co Ltd
2796,Saipem SpA
2797,Wacoal Holdings Corp
2798,Jiangsu Zhongnan Construction Group Co Ltd
2799,Arkema SA
2800,Husqvarna AB
2801,Haulotte Group SA
2802,SGH Energy Pty Ltd
2803,Koninklijke Philips NV
2804,Bloom Energy Corp
2805,Blackthorn Resources Pty Ltd
2806,Sun Bancorp Inc (NEW JERSEY)
2807,Nokia Oyj
2808,Simon Property Group Inc
2809,Husky Energy Inc
2810,Pepsiamericas Inc (Pre-Merger)
2811,Shenzhen Capchem Technology Co Ltd
2812,Koc Holding AS
2813,MUFG Americas Holdings Corp
2814,Consumer Portfolio Services Inc
2815,Talaat Mostafa Group Holding Co SAE
2816,ANSYS Inc
2817,Guangzhou Baiyun International Airport Co Ltd
2818,Parker-Hannifin Corp
2819,Celsius Holdings Inc
2820,Ampol Ltd
2821,Baidu Inc
2822,Sunac China Holdings Ltd
2823,Tetra Technologies Inc
2824,LI & Fung Ltd
2825,Interglobe Aviation Ltd
2826,Multiplan Empreendimentos Imobiliarios SA
2827,Precision Castparts Corp
2828,Anhui Kouzi Distillery Co Ltd
2829,ING Groep NV
2830,Motus Holdings Ltd
2831,Beach Energy Ltd
2832,Big 5 Sporting Goods Corp
2833,RGC Resources Inc
2834,Nuix Ltd
2835,OFX Group Ltd
2836,Mercator Minerals Ltd
2837,Halozyme Therapeutics Inc
2838,Biomet Inc
2839,VOXX International Corp
2840,Interserve PLC
2841,Irras AB
2842,Whole Earth Brands Inc
2843,PKM Canada Ltd
2844,Halk Gayrimenkul Yatirim Ortakligi AS
2845,CubeSmart
2846,Banpu Power PCL
2847,Benchmark Electronics Inc
2848,Square Inc
2849,Coca-Cola Amatil Ltd
2850,Commercial Bank of Dubai PSC
2851,Webuild SpA
2852,Synnex Technology International Corp
2853,Sembcorp Marine Ltd
2854,Huhtamaki Oyj
2855,STV Group PLC
2856,LPKF Laser & Electronics AG
2857,Wonders Information Co Ltd
2858,DXB Entertainments PJSC
2859,Worley Ltd
2860,Haseko Corp
2861,Equity Commonwealth
2862,Siemens Ltd
2863,True Corporation PCL
2864,Baoshan Iron & Steel Co Ltd
2865,Big Yellow Group PLC
2866,Commonwealth Bank of Australia
2867,Banco Santander-Chile
2868,Seek Ltd
2869,CSR Ltd
2870,SCSK Corp
2871,Federal National Mortgage Association
2872,Krka dd Novo Mesto
2873,W&T Offshore Inc
2874,Pakuwon Jati Tbk PT
2875,Goodrich Petroleum Corp
2876,Extraction Oil & Gas Inc
2877,Hilton Worldwide Holdings Inc
2878,Paxman AB (publ)
2879,DeA Capital SpA
2880,Myer Holdings Ltd
2881,Close Brothers Group PLC
2882,Nippon Sheet Glass Co Ltd
2883,Bittium Oyj
2884,Trans-Siberian Gold PLC
2885,InterRent Real Estate Investment Trust
2886,Mvelaserve Ltd
2887,Coca-Cola Femsa SAB de CV
2888,BTRS Holdings Inc
2889,SK Broadband Co Ltd
2890,Novartis Vaccines and Diagnostics Inc
2891,Sumo Group PLC
2892,Industrias CH SAB de CV
2893,Dongkuk Steel Mill Co Ltd
2894,Aboitiz Power Corp
2895,Gestamp Automocion SA
2896,Bukit Sembawang Estates Ltd
2897,Newland Digital Technology Co Ltd
2898,Chongqing Brewery Co Ltd
2899,Unigroup Guoxin Microelectronics Co Ltd
2900,Kaufman & Broad SA
2901,Flexion Therapeutics Inc
2902,Delta Electronics Inc
2903,Ebro Foods SA
2904,Mahle Metal Leve SA
2905,Sumitomo Realty & Development Co Ltd
2906,Amplifon SpA
2907,Yellow Corp
2908,Yango Group Co Ltd
2909,Janus Capital Group Inc
2910,Oxley Holdings Ltd
2911,Storagevault Canada Inc
2912,Allreal Holding AG
2913,Technical Olympic SA
2914,Hyliion Holdings Corp
2915,Fanuc Corp
2916,Outset Medical Inc
2917,GAIL (India) Ltd
2918,Bapcor Ltd
2919,Sprott Inc
2920,Hecla Mining Co
2921,Hudson Pacific Properties Inc
2922,Zhejiang Nhu Co Ltd
2923,Whitehaven Coal Ltd
2924,Canadian National Railway Co
2925,TeamViewer AG
2926,China Nuclear Engineering & Construction Corp Ltd
2927,Acuity Brands Inc
2928,Advtech Ltd
2929,Reach PLC
2930,Aguas Andinas SA
2931,Inficon Holding AG
2932,Showa Shell Sekiyu KK
2933,DC Payments Pty Ltd
2934,CNX Resources Corp
2935,Safran SA
2936,SThree PLC
2937,UPM-Kymmene Oyj
2938,Progress Energy Canada Ltd
2939,Boubyan Bank KSCP
2940,Electra Private Equity PLC
2941,Seazen Holdings Co Ltd
2942,Siliconware Precision Industries Co Ltd
2943,Omnicare Inc
2944,Biolife Solutions Inc
2945,Epistar Corp
2946,Uniphar PLC
2947,Germanos Industrial and Commercial Company of Electronic Telecommunication Material and Supply of Telecommunication Services SA
2948,Neenah Inc
2949,California Water Service Group
2950,Cattles Ltd
2951,Howmet Aerospace Inc
2952,NXP Semiconductors NV
2953,Genscript Biotech Corp
2954,Alfresa Holdings Corp
2955,Snyder's-Lance Inc
2956,Grupo Energia Bogota SA ESP
2957,Mahindra and Mahindra Financial Services Ltd
2958,ConvaTec Group PLC
2959,Allegheny Energy Inc
2960,SSY Group Ltd
2961,Hansen Technologies Ltd
2962,Gesco AG
2963,Federal Agricultural Mortgage Corp
2964,Tokuyama Corp
2965,Kokuyo Co Ltd
2966,BAIC BluePark New Energy Technology Co Ltd
2967,Trinidad Drilling Ltd
2968,Xunlei Ltd
2969,Enstar Group Ltd
2970,Judges Scientific PLC
2971,China Evergrande Group
2972,Sahara International Petrochemical Company SJSC
2973,Diploma PLC
2974,Bellatrix Exploration Ltd
2975,G-III Apparel Group Ltd
2976,PV Crystalox Solar PLC
2977,GTECH Holdings Corp
2978,Green Thumb Industries Inc
2979,Take-Two Interactive Software Inc
2980,Bytes Technology Group PLC
2981,Arco Platform Ltd
2982,China United Network Communications Ltd
2983,Hancock Whitney Corp
2984,Apyx Medical Corp
2985,Norwood Financial Corp
2986,Amigo Holdings PLC
2987,Brockman Mining Australia Pty Ltd
2988,DaVita Inc
2989,Sichuan Hebang Biotechnology Co Ltd
2990,Covanta Holding Corp
2991,MRV Engenharia e Participacoes SA
2992,NovaGold Resources Inc
2993,Genprex Inc
2994,Relx NV
2995,AGF Management Ltd
2996,Fidelity China Special Situations PLC
2997,Vidler Water Resources Inc
2998,Chunghwa Telecom Co Ltd
2999,J Sainsbury PLC
3000,Sunstone Hotel Investors Inc
3001,Quhuo Ltd
3002,TongFu Microelectronics Co Ltd
3003,Sri Trang Agro Industry PCL
3004,Israel Discount Bank Ltd
3005,Hortonworks Inc
3006,Clas Ohlson AB
3007,Asbury Automotive Group Inc
3008,Detour Gold Corp
3009,Fox Corp
3010,Brandywine Realty Trust
3011,Navigator Company SA
3012,Subsea 7 SA
3013,MSCI Inc
3014,Curiositystream Inc.
3015,LG Innotek Co Ltd
3016,voestalpine High Performance Metals GmbH
3017,Forward Air Corp
3018,Faes Farma SA
3019,Upwork Inc
3020,Nexgen Energy Ltd
3021,Kao Corp
3022,WEYCO Group Inc
3023,Bata India Ltd
3024,Goodyear Tire & Rubber Co
3025,Dawning Information Industry Co Ltd
3026,Enerflex Systems Income Fund
3027,Shin-Etsu Chemical Co Ltd
3028,Wolverine World Wide Inc
3029,Sino-American Silicon Products Inc
3030,Eloxx Pharmaceuticals Inc
3031,Perrigo Corporation DAC
3032,Chipotle Mexican Grill Inc
3033,Jupiter Fund Management PLC
3034,Samsung Card Co Ltd
3035,MyoKardia Inc
3036,Northview Apartment REIT
3037,Southwest Bancorp Inc
3038,Matrix Service Co
3039,RadNet Inc
3040,Bluebay Asset Management (Services) Ltd
3041,Trustmark Corp
3042,Global Investment House KSCC
3043,Xerox Holdings Corp
3044,Applied Micro Circuits Corp
3045,Rudolph Technologies Inc
3046,Advanced Info Service PCL
3047,Shawcor Ltd
3048,CYS Investments LLC
3049,Ranpak Holdings Corp
3050,Reckon Ltd
3051,Mobil'nye Telesistemy PAO
3052,Enel Americas SA
3053,Marinus Pharmaceuticals Inc
3054,Central Japan Railway Co
3055,Pretium Resources Inc
3056,Media Nusantara Citra Tbk PT
3057,Bonavista Energy Corp (Pre-Merger)
3058,Wesizwe Platinum Ltd
3059,Reitmans Canada Ltd
3060,Cloetta AB
3061,Sohar International Bank SAOG
3062,Hutchison Telecommunications International Ltd
3063,Piedmont Natural Gas Company Inc
3064,Zhangzhou Pientzehuang Pharmaceutical Ltd
3065,HgCapital Trust PLC
3066,Mediaset Espana Comunicacion SA
3067,CJ ENM Co Ltd
3068,AVIC Electromechanical Systems Co Ltd
3069,Akka Technologies Se
3070,Buffalo Wild Wings Inc
3071,Pirelli & C SpA
3072,Aveo Pharmaceuticals Inc
3073,Celulosa Argentina SA
3074,Jiangsu Shagang Co Ltd
3075,Nissin Foods Holdings Co Ltd
3076,PetroChina Co Ltd
3077,Atlantic Power Corp
3078,Spicers Ltd
3079,LHC Group Inc
3080,Alcatel Lucent SA
3081,Badger Meter Inc
3082,Nexa Resources Atacocha SAA
3083,Ooredoo QPSC
3084,Forge Group Ltd
3085,Grupo Mexico SAB de CV
3086,Juno Therapeutics Inc
3087,KLA Corp
3088,Sinofert Holdings Ltd
3089,Tower Ltd
3090,Energous Corp
3091,IRSA Inversiones y Representaciones SA
3092,Supalai PCL
3093,Diversified Energy Company PLC
3094,BillerudKorsnas AB (publ)
3095,Teck Resources Ltd
3096,Econocom Group SE
3097,ARIAD Pharmaceuticals Inc
3098,China Zhongwang Holdings Ltd
3099,Murphy Oil Corp
3100,Dar Al Arkan Real Estate Development Company SJSC
3101,Rheinmetall AG
3102,Nidec Corp
3103,Holding Company ADMIE IPTO SA
3104,Tupperware Brands Corp
3105,Shinko Electric Industries Co Ltd
3106,Bahrain Tourism Co
3107,Ajinomoto Co Inc
3108,Ferrovial SA
3109,Norske Skog ASA
3110,Thomson Reuters UK Ltd
3111,Michaels Companies Inc
3112,Groep Brussel Lambert NV
3113,Meridian Gold Inc
3114,Total Access Communication PCL
3115,Freshpet Inc
3116,China Vanke Co Ltd
3117,Gigaset AG
3118,Bristol-Myers Squibb Co
3119,Carlotz Inc
3120,Al Rajhi Banking & Investment Corporation SJSC
3121,Foxconn Industrial Internet Co Ltd
3122,Deutsche Post AG
3123,Indian Hotels Company Ltd
3124,Kweichow Moutai Co Ltd
3125,SAGE Therapeutics Inc
3126,Bolsas y Mercados Espanoles SHMSF SA
3127,Crest Nicholson Holdings PLC
3128,Ioneer Ltd
3129,Riyad Bank SJSC
3130,Slater & Gordon Ltd
3131,Akcansa Cimento Sanayi ve Ticaret AS
3132,Jagged Peak Energy Inc
3133,Airbus SE
3134,Atea ASA
3135,LBX Pharmacy Chain JSC
3136,Derichebourg SA
3137,Globe Trade Centre SA
3138,Megaworld Corp
3139,Kuwait International Bank KSCP
3140,Hyundai Hysco Co Ltd
3141,JSW Steel Ltd
3142,NextCure Inc
3143,SMCP SA
3144,Siriuspoint Ltd
3145,Merck Serono SA
3146,AveXis Inc
3147,Worthington Industries Inc
3148,Meritz Securities Co Ltd
3149,Foster's Group Pty Ltd
3150,COSCO SHIPPING Development Co Ltd
3151,Per Aarsleff Holding A/S
3152,Boliden AB
3153,Peyto Exploration & Development Corp
3154,Brunello Cucinelli SpA
3155,Iflytek Co Ltd
3156,Kyushu Financial Group Inc
3157,Boyd Gaming Corp
3158,Marshall & Ilsley Corp
3159,Hasbro Inc
3160,Nippon Kayaku Co Ltd
3161,Allegiant Travel Co
3162,Stericycle Inc
3163,CorVel Corp
3164,Swiss Steel Holding AG
3165,Borgwarner Inc
3166,Comfort Systems USA Inc
3167,TrueBlue Inc
3168,Hyve Group PLC
3169,SKC Co Ltd
3170,Ezaki Glico Co Ltd
3171,GFL Environmental Inc
3172,Beijing Enterprises Water Group Ltd
3173,Stillwater Mining Co
3174,ContextLogic Inc
3175,Fraser & Neave Holdings Bhd
3176,Resurs Holding AB (publ)
3177,Lithia Motors Inc
3178,CMC Magnetics Corp
3179,Capital & Regional PLC
3180,Boot Barn Holdings Inc
3181,Columbus McKinnon Corp
3182,Haemonetics Corp
3183,ICICI Prudential Life Insurance Company Ltd
3184,Amer Sports Corp
3185,Intco Medical Technology Co Ltd
3186,Verifone Systems Inc
3187,Domino Printing Sciences PLC
3188,SJW Group
3189,Atlantia SpA
3190,MetroGAS SA
3191,BRF SA
3192,Lepu Medical Technology Beijing Co Ltd
3193,Kaz Minerals PLC
3194,Riverview Bancorp Inc
3195,Gamesys Group PLC
3196,Remgro Ltd
3197,Grand Canyon Education Inc
3198,Tailored Brands Inc
3199,Medidata Solutions Inc
3200,Guocheng Mining Co Ltd
3201,Global PVQ SE
3202,Nexity SA
3203,Galaxy Entertainment Group Ltd
3204,James River Group Holdings Ltd
3205,Torstar Corp
3206,Radiant Opto-Electronics Corp
3207,NTN Corp
3208,Nobel Biocare Holding AG
3209,Hokuriku Electric Power Co
3210,Virtu KCG Holdings LLC
3211,Amorepacific Group
3212,Acorda Therapeutics Inc
3213,CorMedix Inc
3214,Ramelius Resources Ltd
3215,Imperva Inc
3216,Piedmont Office Realty Trust Inc
3217,Brooks Automation Inc
3218,Jiayuan International Group Ltd
3219,Visual China Group Co Ltd
3220,Kopin Corp
3221,Dalian Port PDA Co Ltd
3222,Allscripts Healthcare Solutions Inc
3223,Clean Energy Fuels Corp
3224,MIPS AB
3225,Desktop Metal Inc
3226,RHI Magnesita NV
3227,Schroder Asiapacific Fund PLC
3228,Mainfreight Ltd
3229,Yakult Honsha Co Ltd
3230,China Bohai Bank Co Ltd
3231,Aubay SA
3232,Shutterfly LLC
3233,Antarchile SA
3234,Qantas Airways Ltd
3235,Puregold Price Club Inc
3236,Neff Corp
3237,BridgeBio Pharma Inc
3238,Elia Group SA
3239,Packaging Corp of America
3240,Adverum Biotechnologies Inc
3241,Cheng Uei Precision Industry Co Ltd
3242,Hengyi Petrochemical Co Ltd
3243,Dun & Bradstreet Corp
3244,UnipolSai Assicurazioni SpA
3245,Marubeni Corp
3246,Kenmare Resources PLC
3247,Telford Homes Ltd
3248,Dow Chemical Co
3249,JCDecaux SA
3250,BNP Paribas SA
3251,Green Plains Inc
3252,Kier Group PLC
3253,Kintetsu Group Holdings Co Ltd
3254,Hargreaves Services PLC
3255,Azimuth Resources Ltd
3256,Unum Group
3257,Pembina Pipeline Corp
3258,Southside Bancshares Inc
3259,OceanaGold Corp
3260,Gilead Sciences Inc
3261,Dogus Otomotiv Servis ve Ticaret AS
3262,Guyana Goldfields Inc
3263,Teekay Tankers Ltd
3264,El Puerto De Liverpool SAB De CV
3265,Vonage Holdings Corp
3266,Axos Financial Inc
3267,Parkson Holdings Bhd
3268,Mirae Asset Daewoo Co Ltd
3269,Grandjoy Holdings Group Co Ltd
3270,Lennox International Inc
3271,First Gulf Bank PJSC
3272,Research Frontiers Inc
3273,Lanxess Solutions US Inc
3274,Abu Dhabi Commercial Bank PJSC
3275,San Miguel Corp
3276,Zscaler Inc
3277,Parkway Properties Inc
3278,IMCD NV
3279,Britvic PLC
3280,Deutsche Euroshop AG
3281,Exide Industries Ltd
3282,Blackstone Mortgage Trust Inc
3283,Gyrus Group Ltd
3284,Huazhu Group Ltd
3285,Addus Homecare Corp
3286,Clearwater Seafoods Inc
3287,Kura Sushi USA Inc
3288,Pharming Group NV
3289,Eoh Holdings Ltd
3290,OUE Ltd
3291,Accordia Golf Trust
3292,Sleep Country Canada Holdings Inc
3293,Hillshire Brands Co
3294,Oberoi Realty Ltd
3295,UBM PLC
3296,Sime Darby Plantation Bhd
3297,Almarai Company SJSC
3298,Steel Dynamics Inc
3299,Siebert Financial Corp
3300,Sunrun Inc
3301,Tabcorp Holdings Ltd
3302,Vapotherm Inc
3303,HarbourVest Global Private Equity Ltd
3304,OMV AG
3305,Brookside Energy Ltd
3306,Soho China Ltd
3307,Genon Energy Holdings LLC
3308,Muyuan Foods Co Ltd
3309,DCT Industrial Trust Inc
3310,Vodafone Idea Ltd
3311,HEICO Corp
3312,Alexander & Baldwin Inc (Hawaii)
3313,Enzo Biochem Inc
3314,Golden Star Resources Ltd
3315,Westfield Corp
3316,Kathmandu Holdings Ltd
3317,Perspecta Inc
3318,Volcan Compania Minera SAA
3319,Dabur India Ltd
3320,Attijariwafa Bank SA
3321,Clicks Group Ltd
3322,Louisiana-Pacific Corp
3323,Tracsis PLC
3324,Knorr Bremse AG
3325,Veresen Inc
3326,BOC Aviation Ltd
3327,Arab National Bank
3328,Nibe Industrier AB
3329,Stitch Fix Inc
3330,Centogene NV
3331,Mouchel Group PLC
3332,Ceridian HCM Holding Inc
3333,Becle SAB de CV
3334,Team Inc
3335,China National Accord Medicines Corp Ltd
3336,Maverix Metals Inc
3337,Highwoods Properties Inc
3338,Belmond Ltd
3339,Financial Street Holdings Co Ltd
3340,Zhejiang Longsheng Group Co Ltd
3341,Companhia de Bebidas das Americas Ambev
3342,Highpine Oil & Gas Ltd (Pre-Merger)
3343,Diebold Nixdorf AG
3344,Wereldhave NV
3345,Inversora Juramento SA
3346,Alcon Inc
3347,Hexatronic Group AB
3348,Neinor Homes SA
3349,Hornbach Holding AG & Co KGaA
3350,Aberforth Smaller Companies Trust PLC
3351,China Greatwall Technology Group Co Ltd
3352,Ti Gotham Inc
3353,Dormakaba Holding AG
3354,VGI PCL
3355,Mind Gym PLC
3356,Mersen SA
3357,Sturm Ruger & Company Inc
3358,Flinders Mines Ltd
3359,Symbol Technologies LLC
3360,Samson Oil & Gas Ltd
3361,MFA Financial Inc
3362,WEG SA
3363,Zee Entertainment Enterprises Ltd
3364,Esquire Financial Holdings Inc
3365,Broedrene A & O Johansen A/S
3366,Aquila Resources Pty Ltd
3367,Shenzhen Energy Group Co Ltd
3368,Cineplex Inc
3369,Calyxt Inc
3370,Champion Real Estate Investment Trust
3371,Vetropack Holding SA
3372,Souza Cruz Ltda
3373,Ripley Corp SA
3374,Andeavor
3375,E. W. Scripps Co
3376,Koninklijke VolkerWessels NV
3377,Kuka AG
3378,Endurance International Group Holdings Inc
3379,Salmat Ltd
3380,Empresas CMPC SA
3381,NETGEAR Inc
3382,Beijing Tiantan Biological Products Corp Ltd
3383,George Wimpey Ltd
3384,Valspar Corp
3385,Stanley Electric Co Ltd
3386,Ocular Therapeutix Inc
3387,Martinrea International Inc
3388,SBI Holdings Inc
3389,Nuplex Industries Ltd
3390,Herbalife Nutrition Ltd
3391,Fraport AG Frankfurt Airport Services Worldwide
3392,KUWAIT FINANCE HOUSE K.S.C.P
3393,mdf Commerce Inc
3394,Health and Happiness (H&H) International Holdings Ltd
3395,Saga PLC
3396,Hoganas AB
3397,Yamato Holdings Co Ltd
3398,GEDI Gruppo Editoriale SpA
3399,Voltronic Power Technology Corp
3400,Fox Factory Holding Corp
3401,Mogu Inc
3402,Future Generation Investment Company Ltd
3403,Synthos SA
3404,Takkt AG
3405,Curtiss-Wright Corp
3406,Investors Title Co
3407,Tenaga Nasional Bhd
3408,BWX Ltd
3409,BASF SE
3410,Expeditors International of Washington Inc
3411,Altius Minerals Corp
3412,TCI Co Ltd
3413,UOB-Kay Hian Holdings Ltd
3414,ABC Arbitrage SA
3415,Huabao International Holdings Ltd
3416,Semperit AG Holding
3417,CJ Logistics Corp
3418,Gudang Garam Tbk PT
3419,Heartland Express Inc
3420,Bank of Guiyang Co Ltd
3421,Oxford Immunotec Global PLC
3422,Qinetiq Group PLC
3423,Motorcar Parts of America Inc
3424,SLM Solutions Group AG
3425,Canaccord Genuity Group Inc
3426,Nomura Real Estate Holdings Inc
3427,CommScope Connectivity LLC
3428,Peoples Bancorp Inc
3429,Cairn India Ltd
3430,Challenger Infrastructure Fund
3431,Air New Zealand Ltd
3432,Regency Centers Corp
3433,Yealink Network Technology Co Ltd
3434,Kinsus Interconnect Technology Corp
3435,Mortgage Advice Bureau (Holdings) PLC
3436,Manitowoc Group (UK) Ltd
3437,Origin Enterprises PLC
3438,Regions Financial Corp
